Date,State,Crop,StorageType,ColdStorage,DelayHours,StorageLoss
2025-01-24,Goa,Cereals,Cold,1,42.9,7.54
2023-12-07,Kerala,Vegetables,Open,0,39.12,57.9
2024-12-24,Kerala,Fruits,Normal,0,13.91,20.4
2025-03-20,West Bengal,Fruits,Cold,1,19.23,13.43
2024-08-22,Odisha,Cereals,Cold,1,69.97,18.51
2023-05-02,Haryana,Vegetables,Open,0,3.24,2.93
2024-01-17,West Bengal,Cereals,Normal,0,2.41,0.5
2023-11-28,Goa,Pulses,Normal,0,3.52,1.22
2025-09-28,Telangana,Vegetables,Cold,1,40.26,18.61
2025-11-19,Haryana,Cereals,Normal,0,4.38,1.25
2023-03-14,Assam,Pulses,Cold,1,3.68,0.73
2026-09-28,Tripura,Vegetables,Normal,0,47.82,57.1
2025-09-06,Tripura,Cereals,Normal,0,13.54,4.56
2026-01-08,Chhattisgarh,Fruits,Open,0,8.47,16.62
2026-03-30,Tripura,Cereals,Normal,0,1.84,0.43
2026-09-11,Nagaland,Cereals,Normal,0,2.21,0.44
2023-02-24,Sikkim,Cereals,Normal,0,53.38,18.39
2026-04-01,Goa,Cereals,Open,0,16.76,7.25
2026-03-29,Odisha,Cereals,Cold,1,4.03,0.65
2025-03-22,Sikkim,Fruits,Cold,1,0.97,0.42
2023-10-26,Uttarakhand,Cereals,Normal,0,3.68,0.89
2024-09-09,Assam,Cereals,Cold,1,5.97,0.76
2026-09-05,Andhra Pradesh,Fruits,Normal,0,23.65,38.66
2024-01-11,Kerala,Fruits,Normal,0,16.88,25.34
2023-01-30,Goa,Vegetables,Open,0,88.05,151.31
2026-02-15,Sikkim,Cereals,Cold,1,11.61,1.84
2026-05-22,Haryana,Cereals,Normal,0,24.27,6.71
2025-04-26,Uttar Pradesh,Pulses,Cold,1,41.38,10.98
2025-11-20,Mizoram,Pulses,Normal,0,9.04,4.19
2026-10-24,Andhra Pradesh,Vegetables,Normal,0,13.99,12.39
2023-10-31,Meghalaya,Cereals,Normal,0,22.43,6.56
2024-11-08,Kerala,Vegetables,Normal,0,65.3,74.54
2026-05-28,Tripura,Cereals,Cold,1,12.61,1.79
2024-03-19,Chhattisgarh,Pulses,Cold,1,26.36,6.66
2026-12-13,Gujarat,Vegetables,Normal,0,11.94,9.66
2024-06-19,Telangana,Pulses,Cold,1,7.6,1.69
2026-07-15,Andhra Pradesh,Fruits,Open,0,7.2,12.79
2026-08-20,Odisha,Cereals,Normal,0,1.96,0.49
2026-07-04,Meghalaya,Cereals,Cold,1,6.83,0.86
2024-02-29,Chhattisgarh,Vegetables,Normal,0,34.19,35.88
2025-02-12,Tamil Nadu,Vegetables,Cold,1,8.34,3.31
2026-01-15,Telangana,Vegetables,Open,0,23.31,35.02
2023-08-08,Uttar Pradesh,Cereals,Normal,0,64.13,23.01
2025-09-28,Mizoram,Cereals,Cold,1,19.13,2.94
2026-06-18,Himachal Pradesh,Cereals,Normal,0,8.38,2.2
2025-03-11,Assam,Fruits,Normal,0,8.59,12.19
2026-07-15,Odisha,Vegetables,Cold,1,2.84,1.26
2025-03-30,Rajasthan,Pulses,Normal,0,12.99,9.47
2025-05-29,Jharkhand,Pulses,Normal,0,3.39,1.38
2025-02-01,Sikkim,Pulses,Cold,1,3.08,0.57
2023-04-05,Jharkhand,Fruits,Cold,1,19.69,11.85
2025-12-03,Punjab,Fruits,Normal,0,78.77,103.96
2025-10-16,Uttar Pradesh,Cereals,Cold,1,4.61,0.54
2024-01-12,Goa,Pulses,Open,0,1.02,0.46
2024-08-06,Telangana,Pulses,Normal,0,7.36,3.0
2024-11-08,Himachal Pradesh,Fruits,Open,0,5.5,8.69
2024-09-02,Manipur,Pulses,Normal,0,4.08,1.39
2025-05-15,Karnataka,Vegetables,Normal,0,21.13,18.7
2023-08-28,Manipur,Pulses,Cold,1,6.84,1.52
2023-05-22,Sikkim,Fruits,Open,0,0.99,1.33
2025-08-03,Uttar Pradesh,Fruits,Open,0,35.74,80.5
2026-04-04,Sikkim,Fruits,Normal,0,11.64,13.12
2024-04-11,Chhattisgarh,Cereals,Cold,1,35.02,6.52
2025-10-09,Punjab,Fruits,Cold,1,9.36,4.77
2025-06-02,Himachal Pradesh,Vegetables,Open,0,6.46,6.29
2026-06-20,Uttarakhand,Pulses,Open,0,0.99,0.44
2026-08-31,Haryana,Cereals,Normal,0,9.41,2.56
2025-02-24,Uttarakhand,Vegetables,Cold,1,14.49,7.24
2025-07-22,Goa,Vegetables,Normal,0,34.77,35.96
2025-03-14,Mizoram,Fruits,Normal,0,6.96,8.54
2023-08-27,Sikkim,Vegetables,Normal,0,4.54,3.0
2024-11-06,Meghalaya,Fruits,Cold,1,2.6,1.22
2025-01-01,Kerala,Cereals,Normal,0,5.72,1.57
2025-02-12,Uttar Pradesh,Cereals,Open,0,32.95,14.71
2023-01-27,Haryana,Pulses,Open,0,5.13,2.93
2024-09-20,Punjab,Pulses,Normal,0,5.78,1.55
2024-08-30,Madhya Pradesh,Fruits,Normal,0,80.78,134.15
2025-10-18,Uttarakhand,Fruits,Open,0,9.36,18.53
2026-12-30,Tamil Nadu,Fruits,Open,0,20.46,40.3
2026-08-19,Nagaland,Pulses,Normal,0,3.95,1.29
2025-08-08,Karnataka,Pulses,Open,0,19.37,11.93
2024-08-23,Kerala,Cereals,Cold,1,4.62,0.58
2025-06-23,Punjab,Fruits,Normal,0,4.67,4.03
2023-11-28,Arunachal Pradesh,Pulses,Cold,1,14.98,3.18
2023-01-21,Odisha,Cereals,Open,0,9.24,5.25
2025-02-11,Chhattisgarh,Fruits,Cold,1,9.64,5.57
2026-06-20,Kerala,Fruits,Cold,1,12.85,9.29
2024-11-18,Karnataka,Fruits,Normal,0,7.82,10.77
2024-04-28,Manipur,Fruits,Open,0,42.95,102.86
2026-01-03,Chhattisgarh,Cereals,Open,0,37.99,16.63
2026-03-30,Goa,Vegetables,Normal,0,8.05,7.41
2024-06-14,Sikkim,Cereals,Cold,1,19.14,2.64
2024-04-09,Tamil Nadu,Cereals,Normal,0,17.52,5.28
2024-10-05,Arunachal Pradesh,Cereals,Normal,0,17.62,5.88
2025-03-02,Karnataka,Vegetables,Normal,0,42.45,50.34
2023-03-05,Meghalaya,Fruits,Normal,0,50.67,84.23
2024-07-25,Rajasthan,Vegetables,Normal,0,18.29,26.29
2023-04-30,Madhya Pradesh,Vegetables,Normal,0,33.49,29.97
2023-08-17,Arunachal Pradesh,Vegetables,Open,0,13.28,14.08
2023-11-21,Odisha,Fruits,Cold,1,13.5,11.83
2023-12-12,Tripura,Vegetables,Open,0,51.0,86.72
2026-12-14,Rajasthan,Fruits,Cold,1,8.62,7.62
2024-11-12,Uttarakhand,Pulses,Open,0,13.23,7.86
2025-09-26,Rajasthan,Pulses,Normal,0,15.97,9.66
2023-11-01,Himachal Pradesh,Vegetables,Open,0,10.97,11.43
2026-04-03,Goa,Cereals,Normal,0,13.4,3.74
2026-09-06,Mizoram,Vegetables,Normal,0,8.2,6.71
2025-12-29,Tripura,Fruits,Normal,0,5.53,6.32
2023-02-20,Goa,Pulses,Normal,0,19.74,10.12
2026-02-08,Uttar Pradesh,Pulses,Normal,0,8.16,3.84
2025-06-22,Maharashtra,Fruits,Normal,0,54.15,104.16
2024-12-26,Gujarat,Cereals,Open,0,3.14,1.12
2024-03-03,Haryana,Fruits,Cold,1,7.87,5.39
2026-03-06,Rajasthan,Cereals,Normal,0,20.76,9.08
2024-06-06,Punjab,Vegetables,Open,0,3.34,2.84
2024-06-13,Bihar,Cereals,Normal,0,28.11,10.08
2026-05-13,Himachal Pradesh,Pulses,Normal,0,16.91,7.12
2023-11-21,Chhattisgarh,Pulses,Normal,0,5.21,1.82
2023-07-03,Himachal Pradesh,Vegetables,Normal,0,4.08,3.27
2025-03-26,Punjab,Pulses,Cold,1,8.66,1.23
2026-08-09,Tripura,Pulses,Cold,1,49.8,12.79
2024-04-26,Himachal Pradesh,Pulses,Cold,1,5.77,1.06
2024-05-22,Jharkhand,Pulses,Cold,1,3.46,0.56
2024-03-09,West Bengal,Fruits,Normal,0,5.67,6.3
2026-07-26,Tripura,Cereals,Cold,1,15.21,1.99
2025-09-11,Andhra Pradesh,Fruits,Cold,1,1.88,1.0
2023-04-23,Kerala,Fruits,Open,0,14.1,23.95
2026-05-18,Goa,Fruits,Cold,1,4.8,2.54
2026-08-21,Gujarat,Fruits,Cold,1,7.78,5.44
2024-12-19,Karnataka,Pulses,Open,0,3.21,1.83
2024-11-30,Bihar,Vegetables,Normal,0,9.86,8.04
2026-06-27,Uttarakhand,Vegetables,Cold,1,10.4,4.57
2026-10-05,Mizoram,Pulses,Normal,0,7.44,2.71
2025-04-19,Telangana,Fruits,Open,0,6.21,11.4
2025-10-12,Meghalaya,Vegetables,Normal,0,2.73,2.04
2024-12-10,Odisha,Vegetables,Cold,1,4.63,2.52
2023-02-20,Andhra Pradesh,Fruits,Normal,0,1.98,1.68
2023-12-24,West Bengal,Pulses,Normal,0,1.52,0.43
2026-02-19,Telangana,Cereals,Normal,0,5.13,1.16
2023-11-10,Bihar,Fruits,Cold,1,3.81,1.98
2023-05-16,Jharkhand,Cereals,Normal,0,5.08,1.3
2025-02-23,Kerala,Cereals,Normal,0,6.26,1.56
2026-03-22,Uttar Pradesh,Pulses,Open,0,5.09,3.1
2023-05-16,Maharashtra,Fruits,Open,0,7.71,16.27
2024-04-10,Maharashtra,Vegetables,Cold,1,36.81,24.75
2023-10-27,Haryana,Fruits,Normal,0,4.01,3.96
2025-04-17,Madhya Pradesh,Pulses,Normal,0,23.69,12.35
2023-11-08,Punjab,Fruits,Open,0,9.78,13.1
2023-11-06,Uttarakhand,Cereals,Cold,1,2.23,0.25
2026-04-07,Karnataka,Fruits,Normal,0,5.71,6.08
2025-10-02,Haryana,Cereals,Normal,0,39.32,15.18
2025-11-09,Andhra Pradesh,Vegetables,Cold,1,9.23,3.49
2023-12-31,Jharkhand,Cereals,Normal,0,14.61,4.82
2023-12-07,Nagaland,Vegetables,Cold,1,8.16,3.46
2026-05-19,Uttarakhand,Pulses,Normal,0,38.15,18.84
2024-04-26,Haryana,Cereals,Normal,0,7.17,2.18
2024-12-29,Karnataka,Vegetables,Open,0,1.89,1.57
2024-05-10,Punjab,Pulses,Open,0,26.01,13.61
2025-03-21,Chhattisgarh,Fruits,Normal,0,5.69,6.77
2026-07-26,Odisha,Fruits,Normal,0,18.6,30.9
2025-06-03,Haryana,Pulses,Open,0,2.71,1.26
2024-10-14,Meghalaya,Cereals,Cold,1,9.48,1.44
2023-10-26,Mizoram,Fruits,Cold,1,3.5,2.14
2023-07-27,Bihar,Fruits,Normal,0,5.67,7.59
2025-12-28,Maharashtra,Cereals,Open,0,15.39,8.95
2026-03-18,Mizoram,Vegetables,Open,0,5.71,6.0
2026-05-08,Telangana,Fruits,Cold,1,1.6,0.67
2024-01-24,Punjab,Fruits,Normal,0,29.68,31.09
2025-10-30,Kerala,Fruits,Cold,1,6.34,4.25
2023-10-29,Mizoram,Fruits,Normal,0,16.63,20.59
2024-02-23,Arunachal Pradesh,Fruits,Normal,0,3.02,2.84
2024-08-11,West Bengal,Vegetables,Normal,0,1.23,0.71
2026-05-14,Gujarat,Fruits,Cold,1,14.48,8.78
2023-03-15,Mizoram,Pulses,Normal,0,2.28,0.78
2024-07-04,Sikkim,Fruits,Open,0,8.96,16.57
2024-03-26,Arunachal Pradesh,Vegetables,Normal,0,3.24,2.15
2026-12-26,Bihar,Vegetables,Normal,0,20.22,21.78
2025-05-11,Telangana,Vegetables,Cold,1,17.67,8.77
2026-08-23,Tamil Nadu,Pulses,Normal,0,45.61,23.15
2025-02-26,Himachal Pradesh,Pulses,Open,0,2.94,1.4
2025-03-25,Arunachal Pradesh,Vegetables,Cold,1,4.02,1.41
2025-04-29,Meghalaya,Fruits,Normal,0,9.88,14.11
2026-06-27,Sikkim,Cereals,Cold,1,6.97,1.06
2024-12-02,Nagaland,Fruits,Normal,0,33.78,50.49
2024-09-27,Himachal Pradesh,Pulses,Cold,1,17.57,3.45
2024-08-08,Chhattisgarh,Pulses,Open,0,39.54,25.23
2025-05-21,Meghalaya,Pulses,Normal,0,23.12,10.79
2024-04-24,Uttarakhand,Fruits,Open,0,72.96,180.71
2025-05-17,Kerala,Vegetables,Cold,1,9.95,4.08
2026-10-28,West Bengal,Vegetables,Cold,1,25.71,14.09
2026-08-22,Manipur,Vegetables,Normal,0,3.65,3.04
2025-02-03,Andhra Pradesh,Vegetables,Cold,1,19.03,9.06
2024-07-01,Haryana,Vegetables,Cold,1,18.44,7.91
2025-07-11,Kerala,Cereals,Cold,1,10.49,1.5
2025-05-24,Andhra Pradesh,Pulses,Normal,0,6.59,2.81
2023-01-15,Karnataka,Pulses,Cold,1,5.05,1.06
2024-06-18,Chhattisgarh,Cereals,Open,0,51.36,27.37
2025-04-10,Chhattisgarh,Cereals,Open,0,19.34,8.91
2023-01-31,Himachal Pradesh,Pulses,Open,0,10.86,6.65
2026-10-25,Himachal Pradesh,Fruits,Cold,1,3.21,1.62
2026-05-10,Bihar,Cereals,Open,0,4.95,1.81
2025-01-24,Andhra Pradesh,Vegetables,Normal,0,18.56,16.98
2023-01-04,Odisha,Vegetables,Cold,1,2.79,1.43
2025-04-05,Rajasthan,Pulses,Normal,0,2.9,1.67
2026-07-05,Gujarat,Pulses,Cold,1,23.95,5.64
2025-02-17,Chhattisgarh,Vegetables,Cold,1,0.46,0.11
2024-03-05,Kerala,Vegetables,Open,0,97.01,160.28
2024-09-29,Nagaland,Pulses,Open,0,3.2,1.6
2024-09-30,Nagaland,Cereals,Normal,0,101.21,39.52
2026-03-06,Manipur,Pulses,Open,0,3.4,1.52
2026-05-03,Rajasthan,Cereals,Normal,0,0.96,0.27
2026-05-09,Tamil Nadu,Pulses,Normal,0,8.29,3.87
2024-11-29,Telangana,Fruits,Open,0,2.38,3.66
2026-01-09,Goa,Pulses,Cold,1,5.72,1.18
2025-01-18,Meghalaya,Cereals,Normal,0,2.06,0.43
2023-12-22,Andhra Pradesh,Fruits,Open,0,43.12,101.88
2024-11-22,Odisha,Vegetables,Normal,0,2.14,1.6
2025-10-08,Himachal Pradesh,Fruits,Cold,1,12.75,8.09
2026-10-25,Kerala,Cereals,Cold,1,35.67,5.36
2026-05-22,Andhra Pradesh,Cereals,Cold,1,24.27,3.59
2025-09-17,Maharashtra,Cereals,Normal,0,4.84,1.48
2024-07-08,Rajasthan,Vegetables,Normal,0,44.75,65.76
2026-08-29,Madhya Pradesh,Vegetables,Normal,0,85.58,89.23
2024-08-22,Tamil Nadu,Vegetables,Cold,1,4.59,1.66
2026-03-06,Nagaland,Pulses,Normal,0,2.22,0.85
2025-09-06,West Bengal,Vegetables,Open,0,12.51,14.04
2024-06-25,Jharkhand,Vegetables,Open,0,53.17,92.97
2023-03-14,Meghalaya,Vegetables,Normal,0,3.68,2.31
2024-11-19,Chhattisgarh,Pulses,Cold,1,4.93,1.05
2025-07-18,Kerala,Fruits,Cold,1,77.26,64.18
2025-09-02,Assam,Cereals,Normal,0,5.66,1.44
2025-12-13,Sikkim,Fruits,Normal,0,1.21,1.07
2026-08-13,Kerala,Cereals,Normal,0,33.02,12.16
2023-12-25,Karnataka,Fruits,Normal,0,2.63,2.56
2023-05-19,Himachal Pradesh,Fruits,Cold,1,2.39,1.14
2026-12-27,Tripura,Vegetables,Normal,0,46.23,47.41
2026-08-18,Bihar,Fruits,Normal,0,3.86,4.36
2024-09-09,Rajasthan,Pulses,Normal,0,10.56,6.52
2025-12-26,Himachal Pradesh,Fruits,Normal,0,9.33,10.48
2026-09-17,Andhra Pradesh,Vegetables,Normal,0,8.2,5.85
2025-06-28,Telangana,Vegetables,Open,0,3.09,3.38
2023-02-06,Andhra Pradesh,Cereals,Cold,1,7.69,1.19
2025-07-01,Chhattisgarh,Fruits,Open,0,5.21,8.38
2024-08-30,West Bengal,Vegetables,Cold,1,23.28,10.19
2025-01-06,Assam,Vegetables,Cold,1,2.4,0.85
2024-10-20,Bihar,Cereals,Open,0,6.91,2.92
2025-05-17,Goa,Vegetables,Open,0,4.19,3.76
2025-04-03,Andhra Pradesh,Pulses,Open,0,63.23,49.1
2024-11-26,Goa,Cereals,Open,0,6.65,2.8
2023-02-10,Karnataka,Vegetables,Normal,0,3.8,2.88
2025-07-05,Meghalaya,Fruits,Cold,1,5.74,3.64
2024-01-20,Mizoram,Fruits,Open,0,21.23,46.01
2025-06-12,Manipur,Vegetables,Cold,1,53.63,28.22
2025-08-20,Goa,Pulses,Normal,0,9.63,4.34
2023-08-04,Andhra Pradesh,Vegetables,Open,0,57.65,75.82
2025-03-30,Meghalaya,Pulses,Open,0,1.3,0.54
2026-07-05,Mizoram,Fruits,Normal,0,12.21,17.56
2025-12-10,Chhattisgarh,Cereals,Cold,1,4.36,0.53
2023-04-27,Mizoram,Vegetables,Cold,1,2.21,0.72
2024-02-19,Goa,Fruits,Normal,0,2.02,1.74
2025-07-27,Mizoram,Fruits,Normal,0,26.4,39.07
2024-08-18,Uttar Pradesh,Pulses,Cold,1,1.65,0.27
2024-06-27,Madhya Pradesh,Fruits,Open,0,5.9,9.49
2026-11-15,Uttarakhand,Pulses,Normal,0,4.61,1.96
2025-12-22,Manipur,Fruits,Normal,0,22.39,29.29
2024-08-11,Andhra Pradesh,Pulses,Open,0,1.23,0.59
2024-05-01,Manipur,Vegetables,Normal,0,71.37,74.51
2024-06-30,Madhya Pradesh,Fruits,Cold,1,1.53,0.69
2025-01-21,Andhra Pradesh,Cereals,Cold,1,4.64,0.58
2025-06-21,Sikkim,Cereals,Open,0,21.88,10.61
2023-02-04,Karnataka,Pulses,Open,0,3.17,1.44
2024-07-03,Himachal Pradesh,Vegetables,Cold,1,62.13,33.0
2023-07-09,Goa,Fruits,Open,0,9.67,19.26
2026-09-30,Rajasthan,Fruits,Normal,0,29.12,69.11
2023-04-06,Sikkim,Cereals,Open,0,14.98,5.79
2023-12-26,Tripura,Cereals,Normal,0,41.77,16.2
2026-12-22,Maharashtra,Cereals,Normal,0,4.74,1.65
2024-11-24,Gujarat,Pulses,Cold,1,8.37,1.53
2026-01-24,Tamil Nadu,Cereals,Open,0,14.8,6.98
2026-09-06,Punjab,Fruits,Normal,0,7.91,8.34
2025-04-09,Andhra Pradesh,Fruits,Cold,1,8.83,5.27
2023-07-31,Maharashtra,Cereals,Cold,1,6.2,0.86
2023-10-28,Andhra Pradesh,Pulses,Cold,1,54.87,17.13
2023-09-16,Gujarat,Vegetables,Open,0,20.62,31.27
2023-01-18,Meghalaya,Cereals,Cold,1,25.19,3.8
2024-10-26,Tamil Nadu,Fruits,Open,0,41.94,82.18
2024-11-01,Tamil Nadu,Pulses,Cold,1,5.27,0.96
2023-08-17,Karnataka,Pulses,Open,0,16.01,9.36
2023-01-31,Haryana,Vegetables,Normal,0,13.11,11.35
2024-09-11,Arunachal Pradesh,Vegetables,Open,0,27.85,39.78
2026-12-04,Telangana,Pulses,Open,0,17.05,11.49
2025-07-25,Maharashtra,Vegetables,Open,0,2.74,2.92
2023-01-29,Odisha,Vegetables,Open,0,37.18,77.65
2024-10-26,Uttar Pradesh,Fruits,Open,0,6.63,11.56
2026-05-13,Sikkim,Fruits,Normal,0,8.3,11.43
2026-09-07,Gujarat,Vegetables,Cold,1,15.07,5.86
2025-06-02,Rajasthan,Cereals,Cold,1,11.91,2.51
2023-02-01,Haryana,Vegetables,Normal,0,5.67,5.01
2025-02-14,Mizoram,Pulses,Normal,0,2.2,0.85
2025-06-13,Assam,Fruits,Open,0,30.29,57.71
2025-01-22,Goa,Fruits,Normal,0,3.07,3.6
2025-09-27,Mizoram,Vegetables,Normal,0,3.13,2.34
2025-01-18,Bihar,Cereals,Normal,0,8.26,2.27
2023-10-27,Uttar Pradesh,Pulses,Open,0,37.31,30.09
2025-08-10,Assam,Cereals,Open,0,4.78,1.54
2023-04-15,Arunachal Pradesh,Vegetables,Cold,1,24.2,11.79
2025-08-24,Andhra Pradesh,Fruits,Open,0,14.58,24.63
2023-05-31,Manipur,Vegetables,Open,0,2.99,3.14
2025-06-18,Gujarat,Fruits,Cold,1,2.16,1.06
2026-01-01,Maharashtra,Vegetables,Cold,1,2.46,0.9
2023-03-02,Andhra Pradesh,Pulses,Normal,0,6.17,2.68
2026-10-17,Manipur,Cereals,Normal,0,7.63,2.28
2025-03-01,Mizoram,Fruits,Cold,1,22.78,17.79
2025-07-20,Jharkhand,Pulses,Normal,0,9.07,3.72
2025-07-14,Tripura,Vegetables,Open,0,75.01,133.65
2026-11-29,Tamil Nadu,Cereals,Open,0,19.36,7.5
2023-03-23,Haryana,Fruits,Normal,0,30.67,52.41
2024-10-31,Karnataka,Fruits,Normal,0,20.43,26.29
2024-06-06,Odisha,Pulses,Normal,0,5.46,2.96
2023-09-30,Rajasthan,Vegetables,Cold,1,36.09,27.98
2024-10-28,Maharashtra,Cereals,Normal,0,57.48,25.69
2023-08-06,Himachal Pradesh,Fruits,Normal,0,2.22,2.33
2026-12-21,Rajasthan,Cereals,Open,0,6.87,3.99
2024-04-21,Kerala,Pulses,Normal,0,19.7,10.42
2023-08-02,Andhra Pradesh,Pulses,Cold,1,3.09,0.48
2026-01-10,Nagaland,Fruits,Normal,0,29.69,48.18
2023-11-09,Arunachal Pradesh,Pulses,Cold,1,18.79,3.81
2026-01-23,West Bengal,Cereals,Cold,1,5.55,0.7
2024-07-30,Nagaland,Cereals,Normal,0,7.04,1.92
2023-10-05,Manipur,Pulses,Cold,1,7.42,1.61
2024-12-13,Nagaland,Vegetables,Cold,1,17.14,7.02
2023-03-01,Haryana,Fruits,Cold,1,30.31,21.84
2023-10-27,Maharashtra,Vegetables,Cold,1,4.95,2.18
2024-08-17,Kerala,Vegetables,Normal,0,5.38,4.78
2023-11-27,Tripura,Vegetables,Normal,0,33.41,32.46
2024-08-02,Punjab,Vegetables,Open,0,27.42,30.38
2026-12-18,Telangana,Pulses,Normal,0,12.81,5.7
2025-12-08,Manipur,Fruits,Normal,0,4.19,5.24
2023-03-06,Himachal Pradesh,Pulses,Normal,0,56.64,28.18
2026-12-23,Odisha,Vegetables,Normal,0,3.12,2.99
2023-03-28,Manipur,Fruits,Open,0,19.38,43.44
2023-01-24,Madhya Pradesh,Fruits,Cold,1,14.26,9.11
2026-05-19,Uttar Pradesh,Vegetables,Cold,1,58.66,29.34
2023-12-22,Tamil Nadu,Cereals,Open,0,3.02,1.14
2025-04-15,Madhya Pradesh,Cereals,Cold,1,34.53,5.27
2024-10-03,Rajasthan,Vegetables,Normal,0,15.04,18.61
2024-08-30,Tamil Nadu,Cereals,Normal,0,1.06,0.19
2026-08-08,Tamil Nadu,Cereals,Normal,0,6.89,1.98
2023-02-15,Madhya Pradesh,Pulses,Normal,0,3.38,1.22
2023-04-26,Punjab,Cereals,Normal,0,6.32,1.26
2026-12-21,Assam,Pulses,Normal,0,26.62,11.32
2024-11-08,Madhya Pradesh,Cereals,Cold,1,5.5,0.66
2024-12-13,Uttarakhand,Cereals,Open,0,55.96,25.73
2026-07-17,Telangana,Vegetables,Open,0,7.08,7.02
2023-05-15,Meghalaya,Pulses,Open,0,5.48,2.85
2025-07-25,Uttarakhand,Fruits,Open,0,47.91,93.79
2023-05-30,Rajasthan,Pulses,Normal,0,19.87,12.06
2026-03-20,Maharashtra,Fruits,Open,0,15.04,30.89
2025-08-30,Andhra Pradesh,Fruits,Open,0,19.77,40.66
2024-09-09,West Bengal,Pulses,Normal,0,4.17,1.77
2023-11-19,Mizoram,Fruits,Open,0,2.14,2.69
2023-06-23,Sikkim,Pulses,Normal,0,35.79,18.14
2024-09-01,Kerala,Cereals,Open,0,0.67,0.2
2024-01-02,Bihar,Pulses,Open,0,6.13,2.9
2025-09-24,Rajasthan,Fruits,Normal,0,33.0,86.09
2023-11-08,Sikkim,Pulses,Cold,1,9.78,1.82
2025-02-17,Assam,Fruits,Cold,1,83.06,68.32
2026-01-24,Punjab,Pulses,Normal,0,5.99,1.64
2025-05-18,Punjab,Fruits,Normal,0,11.49,13.31
2026-12-14,Manipur,Fruits,Open,0,3.17,5.45
2024-02-10,Nagaland,Cereals,Open,0,33.29,16.07
2025-12-22,Assam,Cereals,Normal,0,13.06,4.15
2026-10-24,Andhra Pradesh,Vegetables,Cold,1,2.21,0.85
2026-03-11,Andhra Pradesh,Vegetables,Normal,0,1.01,0.7
2024-06-24,Gujarat,Pulses,Normal,0,52.5,29.6
2023-05-13,Telangana,Cereals,Normal,0,6.33,1.46
2023-02-08,Kerala,Pulses,Open,0,21.31,14.04
2024-02-03,Arunachal Pradesh,Vegetables,Normal,0,23.96,23.83
2023-09-20,Mizoram,Pulses,Normal,0,18.9,8.99
2024-08-29,Karnataka,Cereals,Cold,1,32.68,5.71
2025-02-08,Assam,Pulses,Cold,1,22.8,6.08
2023-07-21,Bihar,Pulses,Normal,0,14.29,7.25
2025-10-25,Bihar,Pulses,Cold,1,13.65,3.32
2026-05-09,Haryana,Cereals,Normal,0,20.23,7.08
2023-04-15,Maharashtra,Pulses,Normal,0,49.92,36.93
2023-07-15,Odisha,Vegetables,Normal,0,45.7,65.98
2025-05-26,Kerala,Pulses,Normal,0,2.25,0.74
2024-10-04,Tripura,Fruits,Normal,0,5.59,7.34
2023-12-23,Madhya Pradesh,Vegetables,Normal,0,21.78,22.34
2023-12-09,Sikkim,Cereals,Open,0,31.04,16.06
2025-04-09,Haryana,Fruits,Cold,1,1.24,0.6
2025-12-20,Rajasthan,Fruits,Cold,1,15.23,15.28
2026-05-26,Tripura,Vegetables,Cold,1,20.89,9.47
2024-08-25,Odisha,Vegetables,Normal,0,7.28,8.14
2023-02-19,Rajasthan,Fruits,Cold,1,7.54,6.2
2026-05-11,Punjab,Cereals,Normal,0,22.92,5.51
2026-08-07,Andhra Pradesh,Pulses,Normal,0,5.08,1.65
2024-11-18,Rajasthan,Fruits,Normal,0,5.21,8.29
2024-09-24,Assam,Pulses,Open,0,6.9,4.39
2023-03-28,West Bengal,Vegetables,Cold,1,12.18,5.04
2026-08-21,Rajasthan,Fruits,Open,0,2.11,4.07
2024-02-07,Gujarat,Vegetables,Open,0,2.87,3.08
2026-05-10,Tripura,Vegetables,Normal,0,5.15,3.68
2025-04-22,Goa,Cereals,Cold,1,6.37,0.72
2024-01-07,Nagaland,Fruits,Open,0,35.54,83.24
2024-03-23,Himachal Pradesh,Vegetables,Normal,0,24.84,24.62
2026-12-27,Mizoram,Pulses,Normal,0,5.98,2.41
2024-09-22,Goa,Fruits,Normal,0,48.85,80.25
2026-03-31,Goa,Vegetables,Normal,0,39.18,41.39
2026-01-21,Tamil Nadu,Fruits,Normal,0,9.39,11.93
2023-01-13,Madhya Pradesh,Fruits,Normal,0,28.76,43.91
2026-12-12,Kerala,Fruits,Open,0,3.3,4.48
2024-10-28,Punjab,Fruits,Cold,1,8.4,3.58
2026-06-11,Uttarakhand,Vegetables,Cold,1,14.9,7.33
2023-02-07,Sikkim,Fruits,Open,0,3.14,4.8
2025-04-06,Sikkim,Vegetables,Cold,1,82.87,44.4
2026-03-26,Rajasthan,Vegetables,Open,0,3.74,5.05
2025-06-01,Manipur,Pulses,Normal,0,8.71,3.9
2024-06-06,West Bengal,Vegetables,Normal,0,5.46,4.84
2025-01-25,Sikkim,Cereals,Normal,0,2.74,0.64
2024-10-30,Mizoram,Fruits,Normal,0,25.38,34.82
2023-10-25,Nagaland,Cereals,Normal,0,20.86,5.73
2026-12-08,Kerala,Vegetables,Cold,1,6.13,2.11
2023-04-04,Tamil Nadu,Vegetables,Normal,0,21.61,23.4
2023-08-10,Rajasthan,Vegetables,Normal,0,2.79,2.77
2026-01-05,Nagaland,Fruits,Cold,1,11.42,7.73
2024-12-15,Odisha,Cereals,Normal,0,8.17,2.64
