State,Crop,Date,Rainfall,Production_MT,ProductionRisk
Punjab,Fruits,2024-11-06,650,49.46241748179684,50.53758251820316
Gujarat,Fruits,2026-11-18,800,49.4218436431253,50.5781563568747
Arunachal Pradesh,Cereals,2024-08-15,2800,0.4050384069304122,99.59496159306958
Maharashtra,Cereals,2023-06-18,900,75.81046298001614,24.18953701998386
Karnataka,Pulses,2024-08-16,950,41.557053190467634,58.442946809532366
Meghalaya,Pulses,2025-01-03,2600,0.7766864780258824,99.22331352197412
Nagaland,Fruits,2026-06-19,2100,6.301226360793977,93.69877363920602
Andhra Pradesh,Vegetables,2024-07-13,1000,75.0877715268643,24.9122284731357
Telangana,Cereals,2024-08-13,900,94.02123939732395,5.978760602676047
Punjab,Cereals,2023-07-19,650,73.88616626783416,26.113833732165844
Odisha,Fruits,2024-02-15,1500,33.13858778637606,66.86141221362394
Nagaland,Fruits,2023-03-22,2100,5.2417728443211296,94.75822715567887
Tamil Nadu,Vegetables,2024-11-17,1000,75.07492058714423,24.925079412855766
Andhra Pradesh,Vegetables,2026-04-09,1000,59.223194637597224,40.776805362402776
Madhya Pradesh,Vegetables,2024-03-09,1000,56.8962869887702,43.1037130112298
Telangana,Pulses,2023-10-28,900,46.49515581651149,53.50484418348851
Madhya Pradesh,Pulses,2025-04-07,1000,49.62359390661189,50.37640609338811
Jharkhand,Fruits,2025-07-27,1400,35.707633090640385,64.29236690935961
Gujarat,Pulses,2026-01-03,800,43.574874063929755,56.425125936070245
Telangana,Cereals,2023-02-17,900,80.49804881592726,19.501951184072738
Bihar,Cereals,2024-08-06,1100,61.28956519226352,38.71043480773648
Telangana,Pulses,2024-11-04,900,46.45640633010925,53.54359366989075
Arunachal Pradesh,Vegetables,2024-06-08,2800,0.3615514644231496,99.63844853557686
Odisha,Cereals,2025-10-17,1500,39.83767739405057,60.16232260594943
Jharkhand,Cereals,2024-02-06,1400,52.59791359901232,47.40208640098768
Himachal Pradesh,Cereals,2025-04-02,1600,40.10557608662079,59.89442391337921
Uttar Pradesh,Pulses,2024-08-12,900,39.92841812381699,60.07158187618301
Madhya Pradesh,Pulses,2026-03-04,1000,49.40706163479198,50.59293836520802
Himachal Pradesh,Fruits,2023-03-09,1600,30.431047628937264,69.56895237106274
Tamil Nadu,Fruits,2023-10-25,1000,52.27513268643692,47.72486731356308
Tamil Nadu,Vegetables,2023-09-04,1000,68.95964508574161,31.040354914258387
Maharashtra,Pulses,2025-10-17,900,58.00628467545594,41.99371532454406
Rajasthan,Pulses,2026-09-10,300,18.022361585003456,81.97763841499655
West Bengal,Vegetables,2026-06-22,1600,31.53093813006648,68.46906186993351
Meghalaya,Cereals,2026-06-08,2600,1.206552013268761,98.79344798673124
Arunachal Pradesh,Cereals,2024-11-02,2800,0.384281679876139,99.61571832012386
Tamil Nadu,Cereals,2026-05-04,1000,80.19748962452233,19.802510375477667
Jharkhand,Fruits,2025-09-22,1400,33.92237278573932,66.07762721426067
Arunachal Pradesh,Cereals,2024-09-23,2800,0.3975043960497576,99.60249560395025
Uttar Pradesh,Cereals,2024-01-02,900,74.77823367889401,25.22176632110599
Uttar Pradesh,Vegetables,2023-08-20,900,65.53916730102068,34.46083269897932
Haryana,Fruits,2023-08-28,650,58.10113300500054,41.89886699499946
Jharkhand,Vegetables,2026-06-05,1400,41.781607036931845,58.218392963068155
Haryana,Cereals,2024-06-13,650,73.73314359070226,26.266856409297745
Manipur,Fruits,2023-09-29,2200,4.851381232735843,95.14861876726415
Manipur,Pulses,2026-07-17,2200,4.3959134055225215,95.60408659447748
Nagaland,Vegetables,2026-02-23,2100,8.303014011080142,91.69698598891986
Jharkhand,Pulses,2026-01-14,1400,33.77347611425636,66.22652388574363
Maharashtra,Pulses,2024-11-15,900,49.75452831593728,50.24547168406272
Maharashtra,Pulses,2024-07-25,900,54.601448189984005,45.398551810015995
Chhattisgarh,Fruits,2024-01-07,1300,36.92572604977924,63.07427395022076
Kerala,Cereals,2023-11-15,3000,0.18491249704466792,99.81508750295534
Goa,Pulses,2024-11-21,3000,0.08583173068743419,99.91416826931257
Tamil Nadu,Pulses,2026-01-08,1000,41.524635336770494,58.475364663229506
Arunachal Pradesh,Pulses,2023-06-24,2800,0.2623303382352151,99.73766966176478
Madhya Pradesh,Fruits,2026-05-11,1000,48.17803822085666,51.82196177914334
Karnataka,Pulses,2025-08-11,950,45.22664166455232,54.77335833544768
Maharashtra,Pulses,2023-03-03,900,44.178305274717914,55.821694725282086
Himachal Pradesh,Pulses,2026-04-04,1600,26.1983038949907,73.8016961050093
Assam,Pulses,2026-08-01,2000,8.00198779901721,91.99801220098279
Punjab,Cereals,2025-06-28,650,91.98624372710243,8.013756272897567
Jharkhand,Pulses,2026-10-22,1400,32.90204389866791,67.09795610133209
West Bengal,Vegetables,2025-11-29,1600,28.43673097878588,71.56326902121413
Odisha,Fruits,2024-12-25,1500,29.716875234906286,70.28312476509372
Bihar,Fruits,2023-10-29,1100,43.98074523010465,56.01925476989535
Telangana,Pulses,2025-07-15,900,55.7411830301891,44.2588169698109
Kerala,Pulses,2023-12-14,3000,0.10469118920120217,99.8953088107988
Punjab,Pulses,2024-02-03,650,42.495752302153015,57.504247697846985
Uttarakhand,Cereals,2023-08-09,1500,50.346838092710186,49.653161907289814
Uttar Pradesh,Pulses,2024-10-12,900,46.883265356149025,53.116734643850975
Mizoram,Fruits,2023-05-23,2400,2.131359110947086,97.86864088905291
Jharkhand,Pulses,2024-01-07,1400,28.817607883259473,71.18239211674053
Haryana,Cereals,2023-07-11,650,68.0201525273862,31.9798474726138
Goa,Vegetables,2023-07-09,3000,0.14771134867656513,99.85228865132343
Uttarakhand,Vegetables,2025-12-08,1500,34.71656215636124,65.28343784363875
Andhra Pradesh,Pulses,2026-03-25,1000,42.77874303745624,57.22125696254376
Andhra Pradesh,Cereals,2023-08-21,1000,69.87446613382748,30.125533866172518
Meghalaya,Cereals,2026-07-19,2600,1.1292283050879581,98.87077169491204
Mizoram,Cereals,2025-09-29,2400,2.4441852021735153,97.55581479782649
Andhra Pradesh,Cereals,2023-12-29,1000,79.8220841334029,20.177915866597104
Madhya Pradesh,Vegetables,2024-06-18,1000,57.117340471322954,42.882659528677046
Goa,Pulses,2026-02-05,3000,0.11062210605576896,99.88937789394423
Telangana,Fruits,2023-05-06,900,59.23844947974385,40.76155052025615
Mizoram,Fruits,2023-04-01,2400,1.8499943167983393,98.15000568320166
Meghalaya,Vegetables,2023-04-16,2600,0.9201788366617736,99.07982116333822
Goa,Fruits,2026-10-31,3000,0.10456284867705042,99.89543715132295
Andhra Pradesh,Cereals,2025-01-07,1000,78.4043211835513,21.595678816448697
Gujarat,Cereals,2026-08-30,800,82.6590372109258,17.340962789074197
Uttarakhand,Pulses,2026-01-19,1500,25.441466523722415,74.55853347627759
Assam,Cereals,2024-08-22,2000,11.891117021078239,88.10888297892176
Assam,Cereals,2025-02-17,2000,12.11457249862292,87.88542750137708
Assam,Vegetables,2023-04-16,2000,9.873356161504889,90.12664383849511
Odisha,Pulses,2025-12-07,1500,23.373765635208017,76.62623436479198
Manipur,Fruits,2023-01-16,2200,5.08701207572868,94.91298792427132
Tripura,Fruits,2024-04-09,2300,3.0552942999557904,96.94470570004421
Nagaland,Cereals,2026-12-06,2100,8.971859554512895,91.02814044548711
Chhattisgarh,Cereals,2023-08-14,1300,52.098646122237675,47.901353877762325
West Bengal,Pulses,2023-04-25,1600,21.707028941423822,78.29297105857617
Rajasthan,Pulses,2026-12-27,300,20.32090232130788,79.67909767869212
Goa,Pulses,2025-12-08,3000,0.09257949923046278,99.90742050076953
Himachal Pradesh,Vegetables,2025-06-19,1600,33.436239029217,66.563760970783
Jharkhand,Cereals,2024-03-12,1400,42.48527126521142,57.51472873478858
Manipur,Pulses,2025-01-29,2200,3.4545017592155065,96.5454982407845
Haryana,Cereals,2024-08-22,650,76.03509390965448,23.964906090345522
Bihar,Fruits,2024-05-07,1100,38.33057711449643,61.66942288550357
Sikkim,Fruits,2026-07-31,1800,16.84670883809943,83.15329116190057
Sikkim,Fruits,2026-12-17,1800,17.49224211537688,82.50775788462312
Andhra Pradesh,Pulses,2024-07-08,1000,48.54126673623749,51.45873326376251
Tripura,Fruits,2024-08-08,2300,2.816001845521961,97.18399815447803
Jharkhand,Vegetables,2024-11-18,1400,42.98647282568094,57.01352717431906
Nagaland,Cereals,2026-12-10,2100,9.839585726149108,90.16041427385089
Karnataka,Pulses,2026-02-18,950,52.28115037155375,47.71884962844625
West Bengal,Cereals,2024-03-16,1600,36.3581748488765,63.6418251511235
Tripura,Vegetables,2024-03-02,2300,3.5771172666212596,96.42288273337874
Himachal Pradesh,Cereals,2023-05-08,1600,39.119887595901794,60.880112404098206
Manipur,Cereals,2023-04-25,2200,6.643175119252251,93.35682488074775
Gujarat,Pulses,2025-03-01,800,42.999573005948214,57.000426994051786
Tamil Nadu,Fruits,2023-01-17,1000,46.80344173437256,53.19655826562744
Tripura,Pulses,2023-10-15,2300,3.0018819968232036,96.9981180031768
Maharashtra,Fruits,2024-11-17,900,55.622327091636016,44.377672908363984
Haryana,Fruits,2023-08-23,650,49.559381136937446,50.440618863062554
Madhya Pradesh,Cereals,2023-12-24,1000,71.88054789634225,28.11945210365775
Rajasthan,Fruits,2026-07-10,300,22.406598479318028,77.59340152068197
Karnataka,Cereals,2024-11-20,950,80.62626703306277,19.373732966937226
Telangana,Cereals,2025-10-14,900,74.41937698936177,25.580623010638234
Punjab,Cereals,2024-07-30,650,92.05933974316697,7.940660256833027
Maharashtra,Cereals,2023-12-21,900,87.67148924848323,12.328510751516774
Mizoram,Cereals,2024-03-01,2400,2.601273013324043,97.39872698667595
Sikkim,Cereals,2026-09-15,1800,25.952486141424348,74.04751385857566
Kerala,Cereals,2024-03-15,3000,0.16582608692895429,99.83417391307104
Meghalaya,Pulses,2025-10-23,2600,0.7226469925964593,99.27735300740355
Goa,Pulses,2025-03-16,3000,0.10210141023070847,99.8978985897693
Goa,Vegetables,2025-12-14,3000,0.1567102513742481,99.84328974862575
Karnataka,Pulses,2025-05-07,950,42.7053345061958,57.2946654938042
Gujarat,Pulses,2026-03-29,800,52.823605462644686,47.176394537355314
Sikkim,Vegetables,2024-08-03,1800,20.490457287780778,79.50954271221923
Goa,Cereals,2023-08-05,3000,0.16565000514863004,99.83434999485137
Rajasthan,Vegetables,2026-09-27,300,29.91818597213192,70.08181402786808
Madhya Pradesh,Pulses,2026-09-08,1000,50.367626067896275,49.632373932103725
Telangana,Fruits,2025-04-22,900,61.57291648865672,38.42708351134328
Punjab,Fruits,2023-06-10,650,57.95423102393777,42.04576897606223
Tripura,Cereals,2025-04-06,2300,3.9793642565958653,96.02063574340413
Meghalaya,Fruits,2025-09-08,2600,0.7159035134074901,99.2840964865925
Jharkhand,Fruits,2025-12-03,1400,31.080378786248883,68.91962121375111
Punjab,Fruits,2026-06-21,650,64.14235894517171,35.85764105482829
Rajasthan,Cereals,2025-09-26,300,29.451480386053554,70.54851961394644
Goa,Fruits,2023-07-08,3000,0.10686687031388972,99.8931331296861
Madhya Pradesh,Vegetables,2026-10-17,1000,58.098248787858175,41.901751212141825
Jharkhand,Fruits,2024-04-08,1400,33.71715506853366,66.28284493146634
Uttarakhand,Vegetables,2026-08-10,1500,36.255590790435974,63.744409209564026
Andhra Pradesh,Pulses,2023-07-13,1000,45.26710956261253,54.73289043738747
Bihar,Cereals,2026-12-25,1100,52.386012590066244,47.613987409933756
Punjab,Vegetables,2023-09-02,650,75.79591809638582,24.20408190361418
Chhattisgarh,Fruits,2026-11-03,1300,34.57636528222869,65.42363471777131
Maharashtra,Fruits,2026-04-18,900,51.75256217902366,48.24743782097634
Tripura,Fruits,2025-06-16,2300,3.4024450900542473,96.59755490994576
Arunachal Pradesh,Fruits,2025-08-06,2800,0.28553396697251904,99.71446603302748
Jharkhand,Pulses,2024-04-06,1400,29.519691797409596,70.48030820259041
Chhattisgarh,Fruits,2024-07-30,1300,45.06423288959874,54.93576711040126
Uttarakhand,Vegetables,2025-10-27,1500,33.83813492924994,66.16186507075005
Chhattisgarh,Fruits,2024-04-28,1300,37.408248415828645,62.591751584171355
Himachal Pradesh,Vegetables,2025-09-26,1600,35.34222657573212,64.65777342426787
Haryana,Vegetables,2024-07-17,650,57.5918899512312,42.4081100487688
Manipur,Cereals,2023-11-08,2200,6.526221955249987,93.47377804475002
Tamil Nadu,Cereals,2026-05-06,1000,70.00058275685994,29.99941724314006
Mizoram,Cereals,2026-04-26,2400,2.4288991960051445,97.57110080399485
Punjab,Cereals,2025-03-10,650,94.7321850465633,5.267814953436698
Jharkhand,Fruits,2024-09-01,1400,32.38260791802003,67.61739208197997
Assam,Pulses,2026-11-19,2000,8.116678952487543,91.88332104751245
West Bengal,Cereals,2025-05-13,1600,38.67647180123612,61.32352819876388
Odisha,Pulses,2023-09-09,1500,24.92793170021557,75.07206829978443
Telangana,Pulses,2023-04-24,900,49.608508132129174,50.391491867870826
Arunachal Pradesh,Pulses,2024-09-26,2800,0.2518032627695808,99.74819673723042
Uttar Pradesh,Fruits,2023-05-29,900,54.88027269709918,45.11972730290082
Manipur,Fruits,2024-07-08,2200,4.044623935445805,95.9553760645542
Arunachal Pradesh,Fruits,2026-08-28,2800,0.3194121180197048,99.6805878819803
Arunachal Pradesh,Pulses,2026-03-26,2800,0.27307554795408034,99.72692445204592
Mizoram,Fruits,2024-05-21,2400,2.1314154364496103,97.86858456355039
Jharkhand,Cereals,2023-02-23,1400,50.77830978419509,49.22169021580491
Madhya Pradesh,Fruits,2024-05-12,1000,53.729049737335956,46.270950262664044
Jharkhand,Fruits,2023-06-02,1400,29.470906721205004,70.52909327879499
Gujarat,Vegetables,2025-06-18,800,64.49135739089768,35.508642609102324
Telangana,Pulses,2026-01-14,900,52.868273666112096,47.131726333887904
Tripura,Vegetables,2025-03-15,2300,3.6215498664423342,96.37845013355766
Rajasthan,Cereals,2026-12-28,300,32.526831794738115,67.47316820526189
Jharkhand,Vegetables,2024-01-22,1400,46.88404613623744,53.11595386376256
Gujarat,Cereals,2024-01-30,800,76.70400911235913,23.29599088764087
Chhattisgarh,Fruits,2023-08-10,1300,44.01997019232076,55.98002980767924
Chhattisgarh,Fruits,2026-09-14,1300,38.0425097554595,61.9574902445405
Mizoram,Pulses,2025-10-28,2400,1.717782326310971,98.28221767368903
Arunachal Pradesh,Pulses,2024-03-01,2800,0.2292938848169223,99.77070611518307
Maharashtra,Fruits,2025-09-16,900,58.10147145291195,41.89852854708805
Assam,Cereals,2023-01-09,2000,11.132438629157258,88.86756137084274
Assam,Cereals,2024-11-01,2000,11.617908709575222,88.38209129042478
Goa,Fruits,2024-06-04,3000,0.11160859181804748,99.88839140818195
Andhra Pradesh,Fruits,2026-06-11,1000,57.685698595477774,42.314301404522226
Goa,Fruits,2023-04-13,3000,0.11903704350825327,99.88096295649174
Assam,Cereals,2023-02-04,2000,11.975696991919722,88.02430300808028
Himachal Pradesh,Fruits,2023-01-10,1600,26.440125508916637,73.55987449108336
Rajasthan,Pulses,2024-11-03,300,18.367114452901504,81.6328855470985
Karnataka,Fruits,2024-08-31,950,50.2842761319131,49.7157238680869
Andhra Pradesh,Fruits,2025-01-04,1000,59.232572150648814,40.767427849351186
Gujarat,Vegetables,2023-06-23,800,60.257560708573344,39.742439291426656
Haryana,Cereals,2023-06-10,650,66.57507007644205,33.424929923557954
Jharkhand,Cereals,2023-03-13,1400,54.70331061015576,45.29668938984424
Chhattisgarh,Fruits,2023-11-15,1300,40.33361269578357,59.66638730421643
Kerala,Vegetables,2026-10-05,3000,0.13901341255726207,99.86098658744274
Madhya Pradesh,Fruits,2024-01-11,1000,57.75164476516942,42.24835523483058
Maharashtra,Vegetables,2023-03-06,900,76.13325043200642,23.86674956799358
Haryana,Cereals,2024-07-18,650,79.63963608415654,20.360363915843465
Kerala,Pulses,2025-12-22,3000,0.1087279519878871,99.89127204801211
Assam,Fruits,2023-09-30,2000,10.171315617871233,89.82868438212877
Arunachal Pradesh,Cereals,2023-05-01,2800,0.3896441630352655,99.61035583696473
Manipur,Cereals,2026-11-23,2200,6.465786409622854,93.53421359037715
Assam,Fruits,2026-07-29,2000,8.606645373727407,91.3933546262726
Telangana,Pulses,2026-05-18,900,44.16140849067965,55.83859150932035
Chhattisgarh,Pulses,2023-07-13,1300,31.417441856475804,68.5825581435242
Nagaland,Cereals,2026-06-09,2100,8.286208136755853,91.71379186324415
Goa,Fruits,2023-02-28,3000,0.11619001740826365,99.88380998259174
Andhra Pradesh,Fruits,2024-04-19,1000,53.32987531745895,46.67012468254105
Meghalaya,Cereals,2026-12-17,2600,1.0715373036488305,98.92846269635118
Odisha,Fruits,2024-08-06,1500,27.10423426098236,72.89576573901763
Uttarakhand,Vegetables,2024-01-04,1500,35.76418806154063,64.23581193845936
Andhra Pradesh,Pulses,2026-04-05,1000,48.037443302224865,51.962556697775135
Goa,Vegetables,2025-03-25,3000,0.13603817752005148,99.86396182247995
Gujarat,Fruits,2026-08-28,800,52.27466689627557,47.72533310372443
Karnataka,Pulses,2023-04-09,950,47.13337115509673,52.86662884490327
Meghalaya,Fruits,2025-10-21,2600,0.7317863583320425,99.26821364166796
Goa,Cereals,2026-09-27,3000,0.1470393115098839,99.85296068849011
Sikkim,Cereals,2026-06-25,1800,20.005469800836693,79.99453019916331
Telangana,Vegetables,2025-09-21,900,73.43935430451954,26.56064569548046
Bihar,Pulses,2025-10-17,1100,34.34508623920024,65.65491376079976
Goa,Pulses,2023-05-05,3000,0.08732047280607798,99.91267952719392
Telangana,Fruits,2025-08-08,900,50.79487607566994,49.20512392433006
Uttar Pradesh,Pulses,2025-06-21,900,42.32210409214307,57.67789590785693
Meghalaya,Fruits,2024-11-18,2600,0.9583964310786399,99.04160356892136
Sikkim,Vegetables,2025-02-15,1800,19.23906003418638,80.76093996581362
Assam,Cereals,2025-10-22,2000,12.223074991263552,87.77692500873644
Nagaland,Cereals,2024-01-18,2100,8.68722429771355,91.31277570228644
Uttar Pradesh,Pulses,2026-12-14,900,43.55383376098319,56.44616623901681
Andhra Pradesh,Fruits,2026-01-04,1000,51.579761299215974,48.420238700784026
Bihar,Fruits,2024-01-08,1100,44.20271325031059,55.79728674968941
Arunachal Pradesh,Cereals,2023-08-25,2800,0.4432157599225407,99.55678424007746
Arunachal Pradesh,Cereals,2026-08-26,2800,0.447037867183099,99.5529621328169
Haryana,Pulses,2023-09-23,650,44.36349584982836,55.63650415017164
Odisha,Pulses,2025-10-30,1500,28.887075338998383,71.11292466100161
Manipur,Fruits,2025-01-30,2200,5.056416633750746,94.94358336624926
Nagaland,Vegetables,2025-09-04,2100,7.131213076979348,92.86878692302065
Kerala,Fruits,2025-02-16,3000,0.1021072164853548,99.89789278351465
Chhattisgarh,Vegetables,2025-11-07,1300,41.817414382668275,58.182585617331725
Uttarakhand,Fruits,2023-11-25,1500,33.16766127306903,66.83233872693097
Gujarat,Cereals,2024-05-24,800,82.80543644062402,17.19456355937598
Manipur,Fruits,2024-12-08,2200,4.943443780667503,95.05655621933249
Arunachal Pradesh,Cereals,2026-09-14,2800,0.36034895620750507,99.6396510437925
Bihar,Fruits,2024-10-10,1100,39.64167170382137,60.35832829617863
Nagaland,Fruits,2023-04-01,2100,5.92009576042755,94.07990423957244
Bihar,Fruits,2026-05-02,1100,48.66938306987793,51.33061693012207
Nagaland,Cereals,2025-03-10,2100,9.87329643254419,90.1267035674558
Telangana,Vegetables,2024-06-30,900,69.05462356098738,30.94537643901262
Bihar,Vegetables,2025-05-15,1100,52.373892301446354,47.626107698553646
Manipur,Vegetables,2025-04-16,2200,5.045878753870489,94.95412124612952
Maharashtra,Pulses,2024-01-06,900,57.232678571209405,42.767321428790595
Tripura,Cereals,2023-01-10,2300,4.743222474845018,95.25677752515499
Meghalaya,Fruits,2026-04-25,2600,0.8859228770317722,99.11407712296823
Punjab,Vegetables,2023-06-24,650,75.2976002396081,24.7023997603919
Odisha,Cereals,2023-03-10,1500,44.99404083851698,55.00595916148302
Manipur,Fruits,2023-11-19,2200,4.307604561672213,95.6923954383278
Arunachal Pradesh,Vegetables,2023-12-15,2800,0.3114614260264589,99.68853857397355
Haryana,Fruits,2025-03-29,650,57.947480531081524,42.052519468918476
Goa,Pulses,2024-01-16,3000,0.08422274703339762,99.9157772529666
Sikkim,Vegetables,2023-05-17,1800,21.145592330827345,78.85440766917266
Uttarakhand,Fruits,2026-01-31,1500,28.974851963980676,71.02514803601932
Karnataka,Pulses,2025-03-18,950,46.6788388333912,53.3211611666088
Assam,Cereals,2023-12-30,2000,14.856924703465593,85.1430752965344
Nagaland,Vegetables,2023-02-28,2100,6.587609929213622,93.41239007078637
Telangana,Cereals,2024-08-11,900,77.46306155065875,22.53693844934125
Chhattisgarh,Vegetables,2023-03-20,1300,42.56615391408197,57.43384608591803
Haryana,Pulses,2024-04-15,650,51.07377620128979,48.92622379871021
Kerala,Fruits,2025-03-07,3000,0.10549888528050085,99.8945011147195
Himachal Pradesh,Pulses,2024-03-22,1600,26.192112000484318,73.80788799951569
Tamil Nadu,Cereals,2026-04-26,1000,70.23646538823479,29.76353461176521
Chhattisgarh,Cereals,2024-07-21,1300,64.77580647409775,35.22419352590225
Punjab,Vegetables,2025-12-22,650,71.6594750870714,28.3405249129286
Karnataka,Vegetables,2024-07-20,950,68.68108094794809,31.31891905205191
Tamil Nadu,Fruits,2024-07-26,1000,45.96765580100748,54.03234419899252
Nagaland,Cereals,2023-10-15,2100,9.635416749361928,90.36458325063808
Uttarakhand,Cereals,2025-01-03,1500,42.72194652715173,57.27805347284827
Jharkhand,Vegetables,2025-08-23,1400,42.909050320165484,57.090949679834516
Maharashtra,Cereals,2025-10-02,900,88.85646573217203,11.143534267827974
Karnataka,Cereals,2025-02-23,950,85.78541727109318,14.21458272890682
Bihar,Pulses,2025-10-21,1100,32.31997630982979,67.6800236901702
Odisha,Vegetables,2024-11-06,1500,38.96296414043205,61.03703585956795
Himachal Pradesh,Pulses,2025-10-31,1600,19.8974943983441,80.1025056016559
Tamil Nadu,Pulses,2026-03-21,1000,41.731929342492556,58.268070657507444
Goa,Cereals,2024-12-05,3000,0.18050476739816848,99.81949523260184
Karnataka,Pulses,2024-03-19,950,41.59909914077727,58.40090085922273
Himachal Pradesh,Vegetables,2025-11-17,1600,32.77964916414834,67.22035083585166
Gujarat,Fruits,2024-07-29,800,59.806229084759146,40.193770915240854
Himachal Pradesh,Vegetables,2026-09-29,1600,33.451628316141836,66.54837168385816
Manipur,Fruits,2026-10-10,2200,4.329078058492807,95.67092194150719
Odisha,Vegetables,2025-11-23,1500,32.091278095567375,67.90872190443262
Telangana,Fruits,2026-06-05,900,61.69461918814521,38.30538081185479
Odisha,Cereals,2026-05-05,1500,37.6745103922997,62.3254896077003
Manipur,Cereals,2026-05-05,2200,6.0654483788179485,93.93455162118205
Meghalaya,Pulses,2023-05-20,2600,0.6347216289023976,99.3652783710976
Mizoram,Fruits,2024-02-18,2400,2.2158537655600425,97.78414623443996
Arunachal Pradesh,Fruits,2023-10-20,2800,0.3092400748710325,99.69075992512897
Odisha,Cereals,2026-09-17,1500,44.418994583735746,55.581005416264254
Manipur,Pulses,2024-04-23,2200,4.0455768454308965,95.9544231545691
Manipur,Fruits,2026-08-30,2200,3.8922977357976696,96.10770226420233
Maharashtra,Fruits,2024-07-10,900,61.04299014175114,38.95700985824886
Punjab,Cereals,2023-04-18,650,92.60077485538997,7.399225144610028
Jharkhand,Fruits,2023-12-31,1400,29.89587875657604,70.10412124342396
Arunachal Pradesh,Cereals,2024-12-16,2800,0.3683832833301112,99.63161671666988
Uttarakhand,Vegetables,2023-10-05,1500,40.21587495887547,59.78412504112453
Meghalaya,Vegetables,2025-11-07,2600,0.8801506645327422,99.11984933546725
Andhra Pradesh,Pulses,2024-07-04,1000,42.12420394153513,57.87579605846487
Chhattisgarh,Fruits,2024-07-03,1300,44.47937452545856,55.52062547454144
Assam,Cereals,2024-08-27,2000,11.72555130960461,88.27444869039539
Gujarat,Pulses,2026-05-14,800,51.46905985144564,48.53094014855436
Karnataka,Pulses,2024-12-12,950,40.80941078481498,59.19058921518502
Uttarakhand,Vegetables,2024-02-23,1500,33.30301232881648,66.69698767118352
Uttar Pradesh,Pulses,2025-05-26,900,43.35402123052316,56.64597876947684
Nagaland,Vegetables,2026-03-19,2100,6.372491789033678,93.62750821096633
Nagaland,Cereals,2024-05-10,2100,7.607601470113999,92.392398529886
Meghalaya,Pulses,2024-06-22,2600,0.7671634859316742,99.23283651406832
Tripura,Pulses,2024-02-13,2300,3.074578312983373,96.92542168701662
Manipur,Cereals,2025-10-09,2200,5.734048363044892,94.26595163695511
Odisha,Fruits,2026-01-29,1500,28.377457596392233,71.62254240360777
Goa,Fruits,2023-09-12,3000,0.12325177271264512,99.87674822728735
Gujarat,Cereals,2024-06-19,800,70.03137453105636,29.968625468943642
Tripura,Vegetables,2026-02-09,2300,3.3777213702335476,96.62227862976646
Nagaland,Vegetables,2024-07-26,2100,6.943459155317608,93.05654084468239
Tripura,Fruits,2025-04-24,2300,3.560791128003244,96.43920887199675
Meghalaya,Cereals,2023-07-13,2600,1.3657270795100944,98.6342729204899
Uttar Pradesh,Fruits,2024-06-20,900,49.35298032940637,50.64701967059363
Assam,Cereals,2025-07-22,2000,12.91044039441205,87.08955960558795
Rajasthan,Pulses,2026-11-24,300,22.33318939315309,77.66681060684691
Tamil Nadu,Vegetables,2026-03-06,1000,75.0304953807449,24.969504619255105
Uttarakhand,Fruits,2026-12-21,1500,31.822047831476265,68.17795216852373
Manipur,Vegetables,2026-07-17,2200,5.017222798357736,94.98277720164226
Maharashtra,Fruits,2023-07-11,900,67.48971758554113,32.51028241445887
Andhra Pradesh,Vegetables,2023-02-10,1000,69.06980763033758,30.93019236966242
Sikkim,Vegetables,2024-09-08,1800,18.076498739876637,81.92350126012336
Chhattisgarh,Cereals,2026-08-01,1300,58.452232781934036,41.547767218065964
Odisha,Fruits,2023-03-25,1500,32.63958299940625,67.36041700059374
Himachal Pradesh,Pulses,2024-05-16,1600,20.08870586265587,79.91129413734413
Telangana,Vegetables,2026-08-25,900,74.37272286435575,25.62727713564425
Meghalaya,Fruits,2026-03-21,2600,0.9379231455038678,99.06207685449613
Uttarakhand,Fruits,2023-06-06,1500,34.52993781005067,65.47006218994933
Madhya Pradesh,Pulses,2024-06-05,1000,41.29190207493062,58.70809792506938
West Bengal,Pulses,2024-08-19,1600,23.465640105015254,76.53435989498475
Jharkhand,Cereals,2026-11-11,1400,47.73767060176721,52.26232939823279
Rajasthan,Pulses,2024-11-15,300,21.718367953756328,78.28163204624367
Jharkhand,Fruits,2023-12-18,1400,35.47724538554197,64.52275461445802
Andhra Pradesh,Vegetables,2025-03-30,1000,73.9023853065876,26.097614693412396
Karnataka,Fruits,2026-08-18,950,64.11849107687128,35.88150892312872
Tamil Nadu,Fruits,2026-08-25,1000,46.2087754678431,53.7912245321569
Punjab,Pulses,2024-10-14,650,49.85090311267797,50.14909688732203
Nagaland,Vegetables,2024-02-24,2100,8.068967313766775,91.93103268623322
Andhra Pradesh,Fruits,2023-04-06,1000,52.60832829690103,47.39167170309897
Uttar Pradesh,Cereals,2023-04-03,900,67.37004238499634,32.62995761500366
Meghalaya,Cereals,2026-04-07,2600,1.0456771925728467,98.95432280742715
Bihar,Pulses,2025-07-17,1100,39.04048043787528,60.95951956212472
Punjab,Pulses,2024-04-21,650,53.94745846662486,46.05254153337514
West Bengal,Fruits,2023-09-16,1600,24.7127502949556,75.2872497050444
Himachal Pradesh,Fruits,2024-07-18,1600,29.11564007589628,70.88435992410372
Sikkim,Fruits,2026-11-08,1800,14.615527080774411,85.38447291922559
