Date,State,InfraLevel,VehicleType,Distance,TransitTime,DelayHours,FuelCost,LogisticsRisk
2023-03-17,Rajasthan,Low,Refrigerated,1364.55,198.44,40.54,1384.73,313.22
2026-10-09,Maharashtra,Low,Rail Freight,925.94,67.26,19.4,725.69,146.88
2024-11-01,Himachal Pradesh,Very High,Rail Freight,1294.73,120.82,5.27,813.74,178.54
2024-10-17,Gujarat,Medium,Rail Freight,1255.79,94.96,20.51,814.06,173.04
2026-06-30,Mizoram,High,Refrigerated,125.12,21.31,2.6,109.52,27.06
2023-09-15,Assam,Very High,Mini Truck,830.39,134.69,11.21,917.64,202.74
2026-12-19,Mizoram,High,Refrigerated,206.22,31.55,4.15,209.94,47.35
2023-11-27,Sikkim,High,Rail Freight,688.58,70.8,6.69,548.85,116.86
2025-08-12,West Bengal,Medium,Rail Freight,1348.91,114.7,15.75,1042.2,214.25
2023-08-22,Maharashtra,Low,Truck,303.75,29.42,19.84,363.62,75.72
2026-03-09,Odisha,Medium,Truck,891.13,114.0,26.41,829.69,186.31
2025-04-19,Nagaland,Very High,Rail Freight,1185.85,125.89,5.28,1066.4,218.72
2026-12-21,Assam,High,Mini Truck,820.8,133.25,21.96,853.47,196.76
2025-11-06,Haryana,Very High,Truck,458.9,49.43,1.71,403.92,83.51
2024-01-07,Jharkhand,High,Rail Freight,1154.99,120.02,10.8,986.44,206.29
2026-08-26,Maharashtra,Medium,Mini Truck,1355.03,147.73,34.63,1329.92,279.82
2024-09-03,Manipur,High,Refrigerated,226.07,31.55,3.09,181.46,42.66
2025-08-15,Manipur,Medium,Rail Freight,1043.41,112.09,21.27,724.26,167.59
2025-09-24,Odisha,Very High,Refrigerated,1085.17,118.32,6.97,786.6,174.02
2025-12-29,Andhra Pradesh,Medium,Mini Truck,193.49,30.07,6.44,252.02,53.91
2025-03-24,Sikkim,Medium,Mini Truck,775.09,116.66,43.51,991.77,218.66
2025-01-28,Uttar Pradesh,Very High,Mini Truck,579.45,84.83,5.97,733.31,150.56
2023-05-14,Maharashtra,Medium,Rail Freight,1249.52,91.22,13.18,1117.04,213.87
2026-03-02,Punjab,High,Refrigerated,521.38,45.19,4.9,374.55,78.48
2025-08-05,Sikkim,High,Refrigerated,511.29,60.1,7.65,475.46,101.42
2026-09-24,Assam,Very High,Refrigerated,948.87,115.08,5.08,732.55,163.7
2024-03-07,Manipur,Very High,Mini Truck,506.57,86.42,4.72,539.36,121.68
2024-06-07,Sikkim,High,Mini Truck,618.11,94.79,17.04,618.89,142.31
2023-06-11,Chhattisgarh,Low,Mini Truck,226.03,39.1,10.11,283.6,64.18
2023-04-12,Maharashtra,Very High,Truck,1094.73,103.35,4.87,970.31,194.0
2023-12-05,Haryana,High,Mini Truck,1153.22,141.77,18.67,1089.43,234.68
2025-05-13,Jharkhand,Very High,Mini Truck,499.32,78.57,3.46,603.93,127.33
2023-02-05,West Bengal,Low,Refrigerated,1260.77,123.93,48.33,877.11,206.67
2024-11-17,Sikkim,High,Mini Truck,694.47,106.36,11.4,941.91,193.71
2023-08-09,Arunachal Pradesh,Medium,Rail Freight,1009.94,115.92,32.63,614.96,157.46
2025-06-27,Gujarat,High,Truck,107.24,13.72,1.31,106.94,22.74
2023-09-10,Arunachal Pradesh,Low,Mini Truck,877.97,156.66,45.03,974.98,234.76
2025-07-15,Assam,Low,Rail Freight,1320.86,142.64,69.31,1070.48,252.48
2023-08-09,Nagaland,High,Mini Truck,217.07,40.44,5.14,270.39,60.81
2026-05-15,Andhra Pradesh,Low,Mini Truck,1353.68,178.87,86.46,1563.29,349.57
2026-08-19,Uttarakhand,Low,Truck,811.51,98.06,56.43,762.1,181.01
2026-05-18,Gujarat,Very High,Truck,761.32,77.5,4.5,727.53,145.81
2024-10-17,Assam,Very High,Refrigerated,620.78,74.89,2.1,584.85,122.27
2023-05-30,Andhra Pradesh,Very High,Rail Freight,1264.4,107.79,2.35,987.0,197.49
2025-04-16,Andhra Pradesh,Medium,Mini Truck,1245.54,162.93,47.57,1314.39,289.51
2026-06-05,Bihar,Very High,Refrigerated,779.89,100.74,3.89,792.65,165.79
2025-02-05,Haryana,Very High,Rail Freight,1046.4,87.72,3.04,849.76,168.15
2026-12-26,Tripura,Low,Truck,276.14,42.13,10.01,244.26,59.6
2023-03-11,Rajasthan,Low,Rail Freight,897.69,115.62,29.71,542.01,145.21
2025-01-16,Arunachal Pradesh,Medium,Refrigerated,396.95,55.76,13.41,278.11,72.17
2025-08-19,Chhattisgarh,High,Rail Freight,1078.73,107.91,9.64,773.79,168.49
2026-12-08,Odisha,Very High,Refrigerated,1065.07,113.44,3.13,1058.96,211.14
2026-09-03,Odisha,Very High,Refrigerated,136.36,16.82,0.97,117.35,25.56
2025-07-20,Punjab,High,Truck,421.93,43.98,8.2,415.52,85.4
2026-07-14,Haryana,High,Truck,1105.61,117.27,15.43,889.74,192.41
2023-01-16,Tripura,Very High,Rail Freight,365.0,41.16,1.62,234.26,54.31
2024-01-08,Maharashtra,Medium,Mini Truck,1287.92,138.64,40.54,1586.37,316.56
2024-08-01,Karnataka,Very High,Refrigerated,1482.84,130.82,8.73,1170.36,237.92
2026-08-02,Jharkhand,Very High,Truck,1126.85,157.18,8.2,1300.47,269.08
2025-05-14,Punjab,Medium,Rail Freight,912.62,67.09,16.16,685.92,139.54
2024-09-23,Punjab,Medium,Mini Truck,1252.92,134.33,36.99,1262.83,264.67
2024-10-28,Nagaland,Medium,Truck,1485.71,207.89,57.48,1562.82,350.96
2023-12-01,Meghalaya,Low,Truck,237.59,36.19,12.15,236.78,56.66
2025-09-14,Mizoram,Medium,Refrigerated,194.37,26.1,6.97,180.08,41.54
2023-11-03,Assam,Low,Truck,1369.73,192.35,67.86,1324.17,312.33
2023-08-19,Karnataka,Medium,Truck,490.58,52.86,21.46,475.16,103.65
2023-08-12,Kerala,High,Refrigerated,1020.31,97.25,8.46,1040.61,203.24
2023-09-14,Himachal Pradesh,Medium,Truck,900.07,111.27,38.5,890.02,198.97
2024-03-25,Uttar Pradesh,Very High,Rail Freight,1478.11,140.06,5.66,1140.97,236.44
2025-11-27,Maharashtra,Low,Refrigerated,1467.47,116.84,21.72,1418.74,274.08
2025-05-30,Karnataka,High,Mini Truck,1331.01,158.45,13.6,1624.43,320.4
2024-03-19,Goa,Low,Rail Freight,208.23,18.73,5.06,175.72,36.81
2025-04-07,Madhya Pradesh,High,Mini Truck,1104.95,150.05,14.04,1021.75,226.4
2024-12-16,Madhya Pradesh,Medium,Truck,1291.2,153.6,21.69,1352.81,280.72
2026-05-15,Himachal Pradesh,Very High,Truck,1421.07,173.24,9.29,1156.8,255.19
2026-08-15,Haryana,Low,Mini Truck,1392.06,167.92,83.83,1544.88,340.83
2025-08-25,Odisha,Low,Refrigerated,422.36,46.2,25.98,366.81,86.2
2023-03-31,Assam,Low,Rail Freight,936.16,99.77,25.37,614.99,147.29
2026-12-15,Rajasthan,Low,Refrigerated,794.47,117.32,23.76,654.46,160.47
2023-01-05,Rajasthan,High,Truck,1109.42,187.83,15.33,1307.89,286.84
2024-08-28,Maharashtra,High,Rail Freight,661.56,50.64,3.32,489.2,97.5
2023-02-14,West Bengal,High,Truck,1274.65,145.98,22.6,1021.1,227.89
2024-11-03,Jharkhand,Very High,Rail Freight,1232.77,128.75,2.69,789.75,177.47
2023-09-16,Assam,Very High,Rail Freight,1390.33,148.21,5.25,1017.09,221.36
2025-02-28,Meghalaya,High,Mini Truck,619.41,106.04,13.34,726.06,161.96
2023-12-15,Tripura,High,Refrigerated,667.9,81.24,7.21,554.24,122.58
2023-12-20,Meghalaya,Low,Mini Truck,184.82,34.39,13.8,236.04,56.4
2026-08-18,Meghalaya,Very High,Mini Truck,799.89,136.15,6.55,911.36,200.59
2024-09-20,Karnataka,Low,Truck,862.87,89.9,40.08,750.97,169.14
2024-12-24,Telangana,Medium,Rail Freight,1196.56,92.84,16.27,980.63,195.38
2023-09-11,Nagaland,Low,Truck,1084.03,156.13,86.46,879.82,236.81
2026-01-10,Chhattisgarh,Medium,Mini Truck,716.26,108.83,30.32,660.94,160.24
2025-07-02,Uttarakhand,Low,Truck,735.05,93.03,47.22,719.05,168.61
2024-04-09,Karnataka,Medium,Truck,963.61,102.33,28.22,947.42,199.45
2026-07-09,Mizoram,Very High,Rail Freight,711.16,83.59,3.09,605.87,129.73
2026-03-02,Uttarakhand,High,Mini Truck,883.77,123.81,12.96,881.01,193.05
2025-09-19,Andhra Pradesh,High,Rail Freight,214.54,22.82,3.04,149.1,33.85
2026-10-08,Kerala,Very High,Refrigerated,1089.62,100.97,3.32,1063.47,206.29
2026-01-03,Andhra Pradesh,Medium,Mini Truck,1114.63,143.5,48.59,1157.49,257.63
2025-06-25,Haryana,High,Refrigerated,418.81,40.24,3.15,308.95,65.71
2025-11-14,West Bengal,Medium,Truck,683.36,77.41,22.52,642.56,140.23
2023-09-08,Karnataka,Low,Refrigerated,451.57,41.83,18.47,335.84,76.59
2026-09-06,Haryana,Very High,Truck,1448.42,152.12,11.12,1394.99,282.15
2025-09-26,Maharashtra,Low,Rail Freight,962.64,71.45,15.97,584.19,126.17
2026-01-08,Odisha,Medium,Refrigerated,311.34,34.62,8.47,312.67,65.87
2025-03-25,Maharashtra,Very High,Refrigerated,675.03,58.3,1.44,527.08,105.87
2023-06-07,Mizoram,Very High,Refrigerated,391.08,52.24,2.82,372.96,80.58
2025-11-12,Uttarakhand,Low,Rail Freight,1202.84,109.64,30.57,1077.04,223.12
2026-06-25,Punjab,Medium,Refrigerated,1246.42,99.79,18.34,1005.61,203.08
2023-08-26,Bihar,Low,Refrigerated,952.63,120.0,36.79,813.34,190.72
2023-04-27,Sikkim,Medium,Mini Truck,1262.06,188.41,33.09,1588.17,336.25
2025-05-11,Tamil Nadu,Medium,Mini Truck,1281.75,158.31,48.67,1469.12,311.08
2025-12-24,Meghalaya,Medium,Mini Truck,157.41,30.05,10.29,154.35,40.79
2025-04-20,Assam,Low,Mini Truck,191.62,33.31,12.27,226.25,53.83
2024-10-17,Chhattisgarh,Very High,Rail Freight,482.61,51.88,1.63,327.19,73.08
2025-08-16,Maharashtra,Medium,Refrigerated,571.59,50.59,10.8,526.65,106.08
2023-08-05,Meghalaya,Medium,Truck,286.09,46.1,11.45,233.81,60.4
2023-03-19,Karnataka,High,Refrigerated,193.21,21.7,2.2,196.3,40.09
2023-07-14,Maharashtra,High,Rail Freight,1447.59,106.41,11.46,1249.07,239.83
2026-08-02,Odisha,High,Truck,1055.41,132.52,16.72,1071.25,227.01
2026-06-24,Haryana,Low,Truck,768.47,83.18,20.83,790.94,164.41
2023-09-13,Kerala,Medium,Truck,661.52,75.43,21.41,699.44,147.43
2023-06-23,Goa,Low,Rail Freight,243.9,22.56,8.79,173.68,39.72
2024-04-12,Karnataka,Medium,Rail Freight,877.05,67.96,8.48,530.49,113.55
2025-10-10,Mizoram,Medium,Refrigerated,754.13,97.66,25.18,707.76,160.18
2025-02-04,Odisha,Low,Truck,1101.67,138.65,50.22,1006.66,233.48
2026-12-14,Uttar Pradesh,Medium,Mini Truck,323.96,46.92,12.99,349.52,78.74
2025-07-03,Kerala,Medium,Rail Freight,1349.0,110.8,21.17,1207.84,239.51
2026-04-12,Kerala,Medium,Rail Freight,1447.22,118.56,28.65,1206.56,245.79
2023-02-25,Karnataka,High,Mini Truck,912.74,110.09,12.08,1108.79,220.69
2026-11-26,Chhattisgarh,High,Truck,1435.71,186.43,26.78,1453.58,312.64
2024-02-02,Jharkhand,Very High,Mini Truck,1117.53,177.36,11.86,1038.91,240.4
2026-07-03,Assam,Medium,Rail Freight,541.9,58.8,13.62,474.94,103.15
2026-05-01,Tamil Nadu,Medium,Refrigerated,1353.23,122.61,19.53,981.86,210.27
2025-05-26,Sikkim,Medium,Rail Freight,969.66,97.57,10.99,767.15,163.38
2023-05-27,Tripura,Very High,Rail Freight,715.19,76.47,2.51,454.06,103.52
2023-08-02,Meghalaya,High,Mini Truck,1453.45,244.5,41.68,1385.59,334.53
2026-02-26,Telangana,Medium,Mini Truck,113.6,18.24,3.95,133.07,29.75
2026-09-08,Tamil Nadu,Low,Truck,1325.52,141.83,80.49,1124.04,264.63
2025-12-09,West Bengal,Medium,Rail Freight,843.86,73.07,16.32,618.48,132.18
2024-04-20,Sikkim,Low,Truck,320.73,45.92,15.17,298.92,71.57
2023-02-24,Andhra Pradesh,Very High,Mini Truck,829.4,109.63,7.49,959.51,196.26
2023-02-26,Goa,High,Rail Freight,116.31,13.69,1.38,81.44,18.93
2024-08-29,Meghalaya,Medium,Truck,141.84,25.91,11.1,158.52,39.88
2023-04-15,Goa,Very High,Truck,621.43,64.47,2.91,705.97,136.07
2026-10-20,Punjab,Medium,Refrigerated,1201.31,97.17,15.8,824.01,173.65
2024-11-27,Meghalaya,Very High,Rail Freight,159.71,22.14,0.94,142.85,31.77
2023-11-20,Tamil Nadu,Very High,Truck,1087.24,117.31,2.97,1271.86,244.75
2026-10-13,Punjab,Very High,Mini Truck,713.4,78.05,3.24,952.59,179.31
2025-07-21,Assam,Very High,Truck,744.56,104.56,3.41,598.54,138.2
2026-06-20,Chhattisgarh,Low,Mini Truck,145.65,22.62,12.85,179.71,42.28
2025-04-20,Goa,High,Truck,1025.83,105.46,11.97,1075.4,213.55
2023-05-04,Andhra Pradesh,Low,Truck,898.57,102.19,23.57,754.13,168.53
2023-07-26,Uttarakhand,Medium,Truck,604.44,74.34,12.22,618.67,131.14
2024-05-18,Rajasthan,Medium,Refrigerated,613.64,91.15,19.41,519.14,126.65
2023-10-15,Jharkhand,Low,Refrigerated,375.11,48.55,14.72,344.47,79.4
2025-05-26,Chhattisgarh,Very High,Rail Freight,223.39,24.32,1.12,200.07,41.4
2026-11-12,Uttarakhand,Low,Truck,348.46,46.73,21.64,346.87,81.72
2026-04-24,West Bengal,Very High,Rail Freight,1195.83,104.81,3.92,975.22,195.02
2026-01-26,Maharashtra,Very High,Rail Freight,1408.49,100.56,4.76,868.94,177.5
2024-04-22,Chhattisgarh,Medium,Truck,129.29,17.73,3.6,125.81,28.29
2025-05-29,Gujarat,High,Rail Freight,1113.71,84.53,4.73,732.93,149.87
2026-07-15,Bihar,Very High,Mini Truck,709.09,119.0,8.98,852.31,184.99
2026-03-03,Assam,Medium,Refrigerated,1266.38,154.22,22.09,1036.27,233.67
2025-08-28,Himachal Pradesh,Low,Rail Freight,1327.37,122.19,50.32,1046.72,232.12
2025-03-10,Uttarakhand,Low,Refrigerated,565.02,62.17,22.98,561.56,121.4
2025-06-23,Rajasthan,Low,Rail Freight,679.83,87.78,21.68,528.95,127.52
2024-06-27,Haryana,Medium,Rail Freight,962.59,76.97,8.68,704.12,143.73
2026-08-01,Bihar,Low,Truck,1345.48,198.93,54.35,1290.57,304.85
2024-04-08,Tripura,Medium,Refrigerated,1422.71,163.76,24.87,1326.42,282.6
2023-08-13,Meghalaya,Medium,Mini Truck,354.46,63.41,21.89,454.28,105.43
2024-01-18,Arunachal Pradesh,High,Mini Truck,1273.96,224.08,31.08,1754.78,376.48
2024-06-14,Assam,Low,Truck,768.77,108.11,58.84,809.82,193.66
2026-08-20,Himachal Pradesh,Very High,Rail Freight,682.0,64.82,1.96,438.97,95.8
2023-05-08,Gujarat,Low,Truck,705.06,70.28,30.9,826.18,167.91
2024-08-30,Tripura,High,Truck,403.84,59.03,7.16,417.05,91.99
2025-05-02,Arunachal Pradesh,High,Refrigerated,639.2,85.63,6.93,640.49,137.38
2023-06-09,Telangana,Medium,Truck,1435.88,144.16,48.58,1191.73,263.06
2023-02-27,Kerala,Very High,Mini Truck,127.49,17.58,0.84,157.37,31.85
2023-12-09,Uttarakhand,Low,Truck,337.17,41.76,18.34,283.61,68.67
2024-12-17,Sikkim,Medium,Truck,510.37,70.53,14.79,572.4,123.51
2024-01-20,Gujarat,Medium,Truck,658.93,64.37,15.63,650.51,132.79
2024-08-03,Rajasthan,Medium,Refrigerated,1015.54,147.55,37.72,897.34,216.09
2023-01-03,Chhattisgarh,Low,Rail Freight,255.9,30.18,6.26,217.57,48.72
2024-07-25,Chhattisgarh,Low,Refrigerated,796.69,87.95,25.84,701.06,155.07
2025-06-12,Odisha,Low,Rail Freight,770.82,75.79,13.66,474.36,110.72
2026-09-01,Tamil Nadu,High,Refrigerated,636.0,61.88,4.84,609.28,121.17
2025-05-26,Himachal Pradesh,Medium,Truck,583.11,74.8,21.64,517.11,119.88
2025-06-01,Punjab,High,Mini Truck,1024.88,112.15,21.4,960.6,203.12
2025-06-15,Gujarat,Medium,Refrigerated,675.9,57.22,15.39,667.39,132.01
2024-08-30,Maharashtra,Medium,Rail Freight,1412.89,100.49,15.0,955.79,194.59
2026-05-09,Nagaland,Very High,Refrigerated,1076.23,131.82,4.83,1016.6,213.74
2026-12-18,Assam,Medium,Refrigerated,796.85,99.53,25.36,583.23,142.42
2025-06-05,Kerala,Very High,Mini Truck,1163.85,147.08,5.02,1160.35,242.25
2023-06-07,Karnataka,Medium,Refrigerated,259.17,27.78,3.88,238.66,49.85
2024-02-27,Tamil Nadu,Very High,Refrigerated,1022.24,93.68,3.88,1012.27,195.55
2023-09-07,Arunachal Pradesh,High,Refrigerated,1150.78,151.02,22.17,1055.16,235.1
2024-07-03,Chhattisgarh,High,Rail Freight,1319.88,131.49,7.66,939.96,203.23
2024-11-22,Assam,Very High,Mini Truck,1092.73,178.73,13.0,1087.87,248.81
2023-11-30,Sikkim,Very High,Rail Freight,1429.09,142.27,6.78,1032.7,221.64
2024-06-14,Assam,High,Rail Freight,891.99,98.78,7.89,713.67,154.66
2026-02-17,Uttar Pradesh,Medium,Truck,731.44,95.3,16.98,609.42,141.09
2024-06-04,Uttar Pradesh,Medium,Refrigerated,532.69,60.09,14.29,404.07,93.37
2024-05-29,Odisha,High,Rail Freight,584.54,55.0,6.09,386.84,85.21
2026-09-03,Uttarakhand,Medium,Refrigerated,421.07,48.11,11.06,412.07,87.88
2024-08-31,Telangana,Low,Truck,407.82,45.27,28.66,352.86,84.76
2026-01-16,Tripura,Very High,Truck,544.42,79.03,4.53,606.84,128.4
2026-11-11,Kerala,Medium,Refrigerated,1189.5,110.0,15.93,952.85,198.8
2025-08-12,Chhattisgarh,Very High,Refrigerated,910.63,102.01,3.76,830.49,171.98
2025-03-16,Assam,Medium,Rail Freight,1399.76,148.45,32.23,1127.47,248.81
2023-04-30,Telangana,High,Refrigerated,994.16,84.48,6.03,754.53,153.61
2023-07-06,Himachal Pradesh,Medium,Rail Freight,912.94,85.32,18.1,816.6,168.12
2023-04-30,Odisha,High,Rail Freight,1287.24,120.83,12.66,916.84,196.96
2023-05-02,Mizoram,Low,Refrigerated,236.54,30.5,11.19,166.04,43.1
2026-08-23,Himachal Pradesh,Very High,Truck,1121.56,137.53,11.29,1070.71,227.01
2024-01-23,Andhra Pradesh,High,Truck,1068.84,120.03,17.6,937.13,201.62
2025-02-12,Sikkim,Very High,Truck,496.73,69.58,4.46,424.9,96.83
2025-08-14,Tripura,Low,Mini Truck,117.13,22.85,10.85,161.6,38.86
2023-11-28,Karnataka,Very High,Mini Truck,647.49,78.73,3.52,651.63,134.58
2024-09-21,Manipur,Medium,Truck,1484.45,209.3,45.98,1441.16,328.75
2023-05-13,Kerala,Medium,Truck,100.2,15.73,2.23,100.56,23.06
2023-10-04,Manipur,Low,Refrigerated,1340.91,164.2,68.07,975.44,247.43
2023-12-31,Kerala,Medium,Rail Freight,1028.18,85.1,9.81,659.82,141.19
2024-01-04,Manipur,Very High,Refrigerated,383.29,49.36,1.94,300.42,68.05
2024-08-10,Arunachal Pradesh,Low,Rail Freight,1337.08,155.92,57.24,1111.16,259.73
2024-05-08,Uttar Pradesh,Very High,Truck,1123.79,142.15,4.27,1338.81,266.5
2024-09-14,Bihar,High,Refrigerated,1302.37,164.26,23.12,1203.23,263.65
2026-10-24,Bihar,Medium,Rail Freight,1228.84,133.73,13.99,1069.35,226.18
2026-09-14,West Bengal,Medium,Rail Freight,538.4,47.83,8.85,472.17,95.89
2025-12-14,Bihar,Low,Truck,954.57,141.59,48.25,1059.56,241.95
2026-09-10,West Bengal,Very High,Truck,1298.96,149.74,5.76,1326.19,268.61
2025-05-27,Jharkhand,Very High,Truck,928.33,127.08,5.47,943.72,200.93
2026-06-01,Kerala,Medium,Rail Freight,1280.29,104.44,25.09,1150.2,229.56
2026-06-10,Assam,High,Mini Truck,1246.08,204.84,25.16,1389.94,310.73
2025-07-03,Gujarat,Low,Rail Freight,604.85,44.69,15.58,465.9,96.23
2023-07-02,Maharashtra,High,Truck,614.46,58.08,6.25,605.43,119.45
2026-06-01,Andhra Pradesh,Low,Rail Freight,441.86,39.76,15.25,307.51,70.12
2023-05-02,Nagaland,Very High,Truck,820.86,118.6,7.65,825.83,180.31
2024-01-09,Odisha,High,Refrigerated,1370.2,145.76,11.02,1085.66,232.85
2024-06-16,Punjab,Very High,Mini Truck,678.73,74.31,3.75,650.1,132.45
2023-06-16,Nagaland,Low,Truck,1079.98,151.24,45.43,1220.76,269.34
2024-07-22,Haryana,Medium,Truck,1390.05,147.81,36.48,1218.35,263.86
2026-05-10,Bihar,Low,Rail Freight,121.57,16.81,2.58,96.04,23.0
2024-08-24,Madhya Pradesh,Medium,Rail Freight,1150.05,101.74,21.69,1004.7,205.17
2026-07-17,Punjab,Low,Rail Freight,1317.44,94.98,43.63,906.8,196.21
2026-08-08,Maharashtra,Very High,Mini Truck,161.97,22.42,1.24,180.15,37.61
2023-10-16,Himachal Pradesh,Low,Rail Freight,1087.51,101.18,23.08,749.91,167.25
2024-07-17,Arunachal Pradesh,Very High,Rail Freight,869.26,101.71,3.18,571.62,132.79
2025-04-05,Andhra Pradesh,Very High,Refrigerated,1389.52,133.84,2.9,1248.21,248.62
2024-04-16,Gujarat,Low,Rail Freight,147.91,11.66,2.17,95.96,20.51
2023-04-03,Mizoram,High,Rail Freight,1132.68,125.71,13.65,895.63,196.38
2024-03-10,Arunachal Pradesh,High,Rail Freight,1398.96,164.15,17.87,1133.91,251.1
2023-12-15,Sikkim,Very High,Mini Truck,103.29,19.34,1.4,107.96,25.46
2025-09-18,Manipur,Medium,Truck,439.32,63.45,18.31,387.2,93.96
2024-04-28,Assam,High,Truck,434.4,62.98,5.27,386.65,88.45
2025-05-18,Maharashtra,Very High,Mini Truck,891.17,97.04,4.66,854.57,173.72
2026-07-01,Manipur,Low,Refrigerated,536.17,65.68,15.43,367.42,90.84
2026-11-05,Andhra Pradesh,Medium,Mini Truck,493.96,68.65,13.82,564.74,121.13
2025-08-11,Bihar,Medium,Refrigerated,793.76,99.79,20.13,704.24,158.59
2025-10-23,Uttar Pradesh,Low,Mini Truck,463.0,67.72,39.2,552.12,128.97
2026-11-06,Andhra Pradesh,High,Refrigerated,211.18,23.18,1.33,192.93,39.9
2024-09-15,Sikkim,Very High,Rail Freight,468.67,48.42,1.67,340.71,73.57
2024-01-27,Telangana,Low,Truck,869.62,90.88,43.33,799.48,178.15
2025-01-17,Goa,Very High,Rail Freight,863.02,67.55,3.08,659.78,130.6
2026-02-06,Telangana,Low,Truck,1111.18,110.76,36.56,1037.51,220.09
2023-12-18,Goa,High,Refrigerated,290.81,30.16,1.81,200.39,44.35
2024-09-06,Telangana,Very High,Truck,941.98,93.5,7.1,881.26,177.1
2023-02-04,Mizoram,Medium,Mini Truck,575.29,102.24,28.25,673.97,158.4
2026-12-17,Sikkim,Very High,Mini Truck,359.69,57.17,2.51,348.91,79.07
2026-11-30,Bihar,Medium,Truck,434.48,66.05,10.54,413.69,95.99
2023-06-23,Rajasthan,High,Truck,870.04,150.03,19.6,784.55,193.03
2024-06-16,Uttarakhand,Very High,Refrigerated,156.73,17.04,0.47,141.16,29.03
2024-03-01,Andhra Pradesh,Low,Mini Truck,1060.42,138.02,52.32,1410.58,294.62
2023-02-05,West Bengal,Medium,Rail Freight,1454.32,125.21,23.47,953.24,208.72
2023-05-08,Rajasthan,Low,Mini Truck,1468.01,284.81,91.94,1983.09,462.4
2023-03-27,Madhya Pradesh,Low,Refrigerated,481.1,51.46,21.42,461.53,100.95
2026-03-26,Rajasthan,Low,Truck,1193.08,200.79,60.82,1255.84,303.06
2023-08-15,Gujarat,Low,Truck,1094.27,106.22,49.23,1075.93,228.88
2024-07-16,Rajasthan,High,Refrigerated,1151.04,165.84,23.31,1064.86,243.68
2026-10-09,Tripura,High,Truck,800.91,109.7,12.0,679.86,156.14
2023-03-08,Madhya Pradesh,High,Truck,171.86,23.51,3.12,156.63,35.32
2024-12-18,Punjab,Low,Refrigerated,106.29,11.01,3.89,77.78,18.18
2024-07-08,Telangana,High,Truck,767.82,79.69,13.93,800.58,161.52
2025-09-20,Haryana,Very High,Mini Truck,480.77,63.23,3.58,586.29,117.83
2023-01-27,Uttarakhand,Very High,Mini Truck,673.16,96.32,3.67,799.83,164.79
2024-07-25,Andhra Pradesh,Low,Truck,770.84,89.57,36.45,917.65,192.53
2024-01-30,Karnataka,Low,Mini Truck,199.22,25.36,10.12,260.32,54.51
2024-11-08,Maharashtra,Low,Mini Truck,369.97,44.17,15.66,393.62,85.18
2023-12-29,Karnataka,High,Rail Freight,1116.71,87.2,5.29,942.67,182.75
2026-05-19,Maharashtra,High,Mini Truck,1120.66,120.97,17.64,1433.86,276.57
2024-01-01,West Bengal,High,Refrigerated,1122.95,110.26,10.4,1131.06,223.44
2026-07-03,Goa,High,Mini Truck,846.68,99.6,13.9,961.03,194.53
2024-01-19,Uttar Pradesh,Medium,Mini Truck,720.51,107.25,30.33,974.34,206.55
2025-08-30,Uttarakhand,High,Refrigerated,501.99,56.03,4.67,450.9,94.71
2023-10-09,Uttar Pradesh,High,Mini Truck,847.34,122.56,16.7,856.9,190.37
2024-11-06,Haryana,High,Refrigerated,264.49,25.93,1.53,191.74,41.04
2023-05-28,Goa,Medium,Truck,1298.12,129.19,18.66,1081.66,227.85
2023-06-03,Rajasthan,Medium,Refrigerated,551.72,82.91,21.03,461.3,114.92
2023-11-05,Andhra Pradesh,Medium,Mini Truck,417.48,55.87,11.55,472.42,100.63
2024-04-15,Himachal Pradesh,High,Truck,407.33,52.23,7.07,419.75,89.29
2026-11-13,Karnataka,Medium,Rail Freight,1393.15,110.28,10.43,1051.08,211.46
2023-07-28,Punjab,High,Refrigerated,1318.25,106.57,7.73,1211.18,232.73
2025-06-24,Mizoram,Low,Mini Truck,978.22,168.45,80.15,1146.28,279.8
2024-07-09,Chhattisgarh,Low,Rail Freight,934.4,91.14,43.46,774.44,174.56
2025-11-21,Jharkhand,Very High,Rail Freight,951.37,101.56,3.04,665.51,146.75
2026-05-28,Arunachal Pradesh,Very High,Rail Freight,933.56,111.77,3.22,715.6,158.92
2024-09-13,Sikkim,Low,Refrigerated,1046.28,117.68,40.24,994.38,218.21
2025-01-16,Bihar,Very High,Rail Freight,171.13,21.07,0.64,128.85,29.06
2024-08-08,Bihar,Low,Rail Freight,132.89,16.58,6.53,86.62,23.06
2026-02-10,Himachal Pradesh,High,Refrigerated,359.15,39.86,3.34,327.9,68.46
2023-04-01,Goa,Low,Refrigerated,1210.45,106.66,45.61,927.07,205.3
2026-09-16,Haryana,High,Mini Truck,1017.07,125.26,25.56,1145.21,238.37
2025-11-10,Maharashtra,Very High,Mini Truck,1033.3,114.72,6.68,1006.61,205.29
2026-12-05,Assam,Very High,Refrigerated,636.94,77.12,2.53,568.94,121.06
2023-12-16,Andhra Pradesh,Medium,Rail Freight,463.73,41.39,9.28,323.86,70.92
2026-04-11,Odisha,Low,Truck,218.61,28.01,9.26,201.99,46.6
2024-02-23,Sikkim,Medium,Mini Truck,824.15,123.89,45.89,1021.35,227.31
2024-08-30,Nagaland,Medium,Rail Freight,813.38,87.8,20.53,497.17,122.29
